"","X.","RXNID","NAME","EQUATION","EC.NUMBER","GENE.ASSOCIATION","LOWER.BOUND","UPPER.BOUND","OBJECTIVE","COMPARTMENT","SUBSYSTEM","SBO.TERM","HEPATONET1.ID","REACTOME.ID","KEGG.ID","EHMN.ID","BIGG.DATABASE.ID","REFERENCES","COMMENTS"
"6018","","HMR_5961",NA,"histidine[s] + phenylalanine[c] => histidine[c] + phenylalanine[s]","TCDB:2.A.3.8.15","ENSG00000021488;ENSG00000103064;ENSG00000138079",NA,NA,NA,"s","Transport, extracellular","SBO:0000185","r2046","","","","","PMID:14770309;PMID:14770310",NA
"6019","","HMR_5962",NA,"histidine[s] + tyrosine[c] => histidine[c] + tyrosine[s]","TCDB:2.A.3.8.15","ENSG00000021488;ENSG00000103064;ENSG00000138079",NA,NA,NA,"s","Transport, extracellular","SBO:0000185","r2047","","","","","PMID:14770309;PMID:14770310",NA
"6020","","HMR_5963",NA,"cysteine[c] + histidine[s] => cysteine[s] + histidine[c]","TCDB:2.A.3.8.15","ENSG00000021488;ENSG00000103064;ENSG00000138079",NA,NA,NA,"s","Transport, extracellular","SBO:0000185","r2048","","","","","PMID:14770309;PMID:14770310",NA
"6021","","HMR_5964",NA,"histidine[s] + leucine[c] => histidine[c] + leucine[s]","TCDB:2.A.3.8.15","ENSG00000021488;ENSG00000103064;ENSG00000138079",NA,NA,NA,"s","Transport, extracellular","SBO:0000185","r2049","","","","","PMID:14770309;PMID:14770310",NA
"6022","","HMR_5965",NA,"histidine[s] + proline[c] => histidine[c] + proline[s]","TCDB:2.A.3.8.15","ENSG00000021488;ENSG00000103064;ENSG00000138079",NA,NA,NA,"s","Transport, extracellular","SBO:0000185","r2050","","","","","PMID:14770309;PMID:14770310",NA
"6023","","HMR_5966",NA,"asparagine[c] + histidine[s] => asparagine[s] + histidine[c]","TCDB:2.A.3.8.15","ENSG00000021488;ENSG00000103064;ENSG00000138079",NA,NA,NA,"s","Transport, extracellular","SBO:0000185","r2051","","","","","PMID:14770309;PMID:14770310",NA
"6024","","HMR_5967",NA,"histidine[s] + valine[c] => histidine[c] + valine[s]","TCDB:2.A.3.8.15","ENSG00000021488;ENSG00000103064;ENSG00000138079",NA,NA,NA,"s","Transport, extracellular","SBO:0000185","r2052","","","","","PMID:14770309;PMID:14770310",NA
"6025","","HMR_5968",NA,"histidine[s] + threonine[c] => histidine[c] + threonine[s]","TCDB:2.A.3.8.15","ENSG00000021488;ENSG00000103064;ENSG00000138079",NA,NA,NA,"s","Transport, extracellular","SBO:0000185","r2053","","","","","PMID:14770309;PMID:14770310",NA
"6026","","HMR_5969",NA,"histidine[s] + homoserine[c] => histidine[c] + homoserine[s]","TCDB:2.A.3.8.15","ENSG00000021488;ENSG00000103064;ENSG00000138079",NA,NA,NA,"s","Transport, extracellular","SBO:0000185","r2054","","","","","PMID:14770309;PMID:14770310",NA
"6027","","HMR_5970",NA,"histidine[s] + isoleucine[c] => histidine[c] + isoleucine[s]","TCDB:2.A.3.8.15","ENSG00000021488;ENSG00000103064;ENSG00000138079",NA,NA,NA,"s","Transport, extracellular","SBO:0000185","r2055","","","","","PMID:14770309;PMID:14770310",NA
"6028","","HMR_5971",NA,"citrulline[s] + glycine[c] => citrulline[c] + glycine[s]","TCDB:2.A.3.8.15","ENSG00000021488;ENSG00000103064;ENSG00000138079",NA,NA,NA,"s","Transport, extracellular","SBO:0000185","r2056","","","","","PMID:14770309;PMID:14770310",NA
"6029","","HMR_5972",NA,"alanine[c] + citrulline[s] => alanine[s] + citrulline[c]","TCDB:2.A.3.8.15","ENSG00000021488;ENSG00000103064;ENSG00000138079",NA,NA,NA,"s","Transport, extracellular","SBO:0000185","r2057","","","","","PMID:14770309;PMID:14770310",NA
"6030","","HMR_5973",NA,"citrulline[s] + glutamine[c] => citrulline[c] + glutamine[s]","TCDB:2.A.3.8.15","ENSG00000021488;ENSG00000103064;ENSG00000138079",NA,NA,NA,"s","Transport, extracellular","SBO:0000185","r2058","","","","","PMID:14770309;PMID:14770310",NA
"6031","","HMR_5974",NA,"citrulline[s] + serine[c] => citrulline[c] + serine[s]","TCDB:2.A.3.8.15","ENSG00000021488;ENSG00000103064;ENSG00000138079",NA,NA,NA,"s","Transport, extracellular","SBO:0000185","r2059","","","","","PMID:14770309;PMID:14770310",NA
"6032","","HMR_5975",NA,"citrulline[s] + methionine[c] => citrulline[c] + methionine[s]","TCDB:2.A.3.8.15","ENSG00000021488;ENSG00000103064;ENSG00000138079",NA,NA,NA,"s","Transport, extracellular","SBO:0000185","r2060","","","","","PMID:14770309;PMID:14770310",NA
"6033","","HMR_5976",NA,"citrulline[s] + tryptophan[c] => citrulline[c] + tryptophan[s]","TCDB:2.A.3.8.15","ENSG00000021488;ENSG00000103064;ENSG00000138079",NA,NA,NA,"s","Transport, extracellular","SBO:0000185","r2061","","","","","PMID:14770309;PMID:14770310",NA
"6034","","HMR_5977",NA,"citrulline[s] + phenylalanine[c] => citrulline[c] + phenylalanine[s]","TCDB:2.A.3.8.15","ENSG00000021488;ENSG00000103064;ENSG00000138079",NA,NA,NA,"s","Transport, extracellular","SBO:0000185","r2062","","","","","PMID:14770309;PMID:14770310",NA
"6035","","HMR_5978",NA,"citrulline[s] + tyrosine[c] => citrulline[c] + tyrosine[s]","TCDB:2.A.3.8.15","ENSG00000021488;ENSG00000103064;ENSG00000138079",NA,NA,NA,"s","Transport, extracellular","SBO:0000185","r2063","","","","","PMID:14770309;PMID:14770310",NA
"6036","","HMR_5979",NA,"citrulline[s] + cysteine[c] => citrulline[c] + cysteine[s]","TCDB:2.A.3.8.15","ENSG00000021488;ENSG00000103064;ENSG00000138079",NA,NA,NA,"s","Transport, extracellular","SBO:0000185","r2064","","","","","PMID:14770309;PMID:14770310",NA
"6037","","HMR_5980",NA,"citrulline[s] + leucine[c] => citrulline[c] + leucine[s]","TCDB:2.A.3.8.15","ENSG00000021488;ENSG00000103064;ENSG00000138079",NA,NA,NA,"s","Transport, extracellular","SBO:0000185","r2065","","","","","PMID:14770309;PMID:14770310",NA
"6038","","HMR_5981",NA,"citrulline[s] + proline[c] => citrulline[c] + proline[s]","TCDB:2.A.3.8.15","ENSG00000021488;ENSG00000103064;ENSG00000138079",NA,NA,NA,"s","Transport, extracellular","SBO:0000185","r2066","","","","","PMID:14770309;PMID:14770310",NA
"6039","","HMR_5982",NA,"asparagine[c] + citrulline[s] => asparagine[s] + citrulline[c]","TCDB:2.A.3.8.15","ENSG00000021488;ENSG00000103064;ENSG00000138079",NA,NA,NA,"s","Transport, extracellular","SBO:0000185","r2067","","","","","PMID:14770309;PMID:14770310",NA
"6040","","HMR_5983",NA,"citrulline[s] + valine[c] => citrulline[c] + valine[s]","TCDB:2.A.3.8.15","ENSG00000021488;ENSG00000103064;ENSG00000138079",NA,NA,NA,"s","Transport, extracellular","SBO:0000185","r2068","","","","","PMID:14770309;PMID:14770310",NA
"6041","","HMR_5984",NA,"citrulline[s] + threonine[c] => citrulline[c] + threonine[s]","TCDB:2.A.3.8.15","ENSG00000021488;ENSG00000103064;ENSG00000138079",NA,NA,NA,"s","Transport, extracellular","SBO:0000185","r2069","","","","","PMID:14770309;PMID:14770310",NA
"6042","","HMR_5985",NA,"citrulline[s] + homoserine[c] => citrulline[c] + homoserine[s]","TCDB:2.A.3.8.15","ENSG00000021488;ENSG00000103064;ENSG00000138079",NA,NA,NA,"s","Transport, extracellular","SBO:0000185","r2070","","","","","PMID:14770309;PMID:14770310",NA
"6043","","HMR_5986",NA,"citrulline[s] + isoleucine[c] => citrulline[c] + isoleucine[s]","TCDB:2.A.3.8.15","ENSG00000021488;ENSG00000103064;ENSG00000138079",NA,NA,NA,"s","Transport, extracellular","SBO:0000185","r2071","","","","","PMID:14770309;PMID:14770310",NA
"6044","","HMR_5987",NA,"Fe2+[s] + H+[s] => Fe2+[c] + H+[c]","TCDB:2.A.55.2.3","ENSG00000018280;ENSG00000110911;ENSG00000138449",NA,NA,NA,"s","Transport, extracellular","SBO:0000185","r2072","","","","FE2tb","PMID:14530970",NA
"6045","","HMR_5989",NA,"H+[s] + zinc[s] => H+[c] + zinc[c]","TCDB:2.A.55.2.3","ENSG00000103064;ENSG00000104635;ENSG00000110911;ENSG00000138821;ENSG00000139540;ENSG00000141424;ENSG00000141873;ENSG00000143570;ENSG00000147804;ENSG00000165794;ENSG00000196950",NA,NA,NA,"s","Transport, extracellular","SBO:0000185","r2073","","","","","PMID:14530970",NA
"6046","","HMR_5990",NA,"K+[c] + chloride[c] => K+[s] + chloride[s]","TCDB:2.A.30.5.1","ENSG00000113504;ENSG00000124067;ENSG00000124140;ENSG00000140199",NA,NA,NA,"s","Transport, extracellular","SBO:0000185","r2074","","","RT1198","KCCt","PMID:12739168;PMID:8663127",NA
"6047","","HMR_5992",NA,"AKG[s] + 3 Na+[s] => AKG[c] + 3 Na+[c]","TCDB:2.A.47.1.4","ENSG00000158296",NA,NA,NA,"s","Transport, extracellular","SBO:0000185","r2075","","","","AKGt4_3","PMID:12739168;PMID:12915942",NA
"6049","","HMR_5994",NA,"Na+[s] + citrate[s] => Na+[c] + citrate[c]","TCDB:2.A.47.1.9;TCDB:2.A.29.7.2","ENSG00000007216;ENSG00000141485",NA,NA,NA,"s","Transport, extracellular","SBO:0000185","r1090","","","","","",NA
"6051","","HMR_5996",NA,"3 Na+[s] + citrate[s] => 3 Na+[c] + citrate[c]","TCDB:2.A.47.1.4","ENSG00000103064;ENSG00000158296",NA,NA,NA,"s","Transport, extracellular","SBO:0000185","r2076","","","","","PMID:12739168;PMID:12915942",NA
"6052","","HMR_5997",NA,"4 Na+[s] + citrate[s] => 4 Na+[c] + citrate[c]","TCDB:2.A.47.1.9","ENSG00000141485",NA,NA,NA,"s","Transport, extracellular","SBO:0000185","r2077","","","","CITt4_4","PMID:12915942",NA
"6053","","HMR_5998",NA,"H+[s] + L-lactate[s] => H+[c] + L-lactate[c]","TCDB:2.A.1.13.1","ENSG00000100156;ENSG00000108932;ENSG00000118596;ENSG00000141526;ENSG00000155380;ENSG00000168679;ENSG00000170190",NA,NA,NA,"s","Transport, extracellular","SBO:0000185","r2078","","","","L-LACt2b","PMID:12739169;PMID:18305372",NA
"6054","","HMR_6000",NA,"acetoacetate[c] + pyruvate[s] <=> acetoacetate[s] + pyruvate[c]","TCDB:2.A.1.13.1","ENSG00000100156;ENSG00000108932;ENSG00000118596;ENSG00000141526;ENSG00000155380;ENSG00000168679;ENSG00000170190",NA,NA,NA,"s","Transport, extracellular","SBO:0000185","r2079","","","","","PMID:12739169",NA
"6055","","HMR_6001",NA,"acetate[c] + acetoacetate[s] <=> acetate[s] + acetoacetate[c]","TCDB:2.A.1.13.1","ENSG00000100156;ENSG00000108932;ENSG00000118596;ENSG00000141526;ENSG00000155380;ENSG00000168679;ENSG00000170190",NA,NA,NA,"s","Transport, extracellular","SBO:0000185","r2080","","","","","PMID:12739169",NA
"6056","","HMR_6002",NA,"acetoacetate[c] + formate[s] <=> acetoacetate[s] + formate[c]","TCDB:2.A.1.13.1","ENSG00000100156;ENSG00000108932;ENSG00000118596;ENSG00000141526;ENSG00000155380;ENSG00000168679;ENSG00000170190",NA,NA,NA,"s","Transport, extracellular","SBO:0000185","r2081","","","","","PMID:12739169",NA
"6057","","HMR_6003",NA,"acetoacetate[c] + propanoate[s] <=> acetoacetate[s] + propanoate[c]","TCDB:2.A.1.13.1","ENSG00000100156;ENSG00000108932;ENSG00000118596;ENSG00000141526;ENSG00000155380;ENSG00000168679;ENSG00000170190",NA,NA,NA,"s","Transport, extracellular","SBO:0000185","r2082","","","","","PMID:12739169",NA
"6058","","HMR_6004",NA,"L-lactate[c] + acetoacetate[s] <=> L-lactate[s] + acetoacetate[c]","TCDB:2.A.1.13.1","ENSG00000100156;ENSG00000108932;ENSG00000118596;ENSG00000141526;ENSG00000155380;ENSG00000168679;ENSG00000170190",NA,NA,NA,"s","Transport, extracellular","SBO:0000185","r2083","","","","","PMID:12739169",NA
"6059","","HMR_6005",NA,"acetoacetate[c] + retinoate[s] <=> acetoacetate[s] + retinoate[c]","TCDB:2.A.1.13.1","ENSG00000100156;ENSG00000108932;ENSG00000118596;ENSG00000141526;ENSG00000155380;ENSG00000168679;ENSG00000170190",NA,NA,NA,"s","Transport, extracellular","SBO:0000185","r2084","","","","","PMID:12739169",NA
"6060","","HMR_6006",NA,"2-hydroxybutyrate[c] + acetoacetate[s] <=> 2-hydroxybutyrate[s] + acetoacetate[c]","TCDB:2.A.1.13.1","ENSG00000100156;ENSG00000108932;ENSG00000118596;ENSG00000141526;ENSG00000155380;ENSG00000168679;ENSG00000170190",NA,NA,NA,"s","Transport, extracellular","SBO:0000185","r2085","","","","","PMID:12739169",NA
"6061","","HMR_6007",NA,"2-hydroxybutyrate[c] + pyruvate[s] <=> 2-hydroxybutyrate[s] + pyruvate[c]","TCDB:2.A.1.13.1","ENSG00000100156;ENSG00000108932;ENSG00000118596;ENSG00000141526;ENSG00000155380;ENSG00000168679;ENSG00000170190",NA,NA,NA,"s","Transport, extracellular","SBO:0000185","r2086","","","","","PMID:12739169",NA
"6062","","HMR_6008",NA,"2-hydroxybutyrate[c] + acetate[s] <=> 2-hydroxybutyrate[s] + acetate[c]","TCDB:2.A.1.13.1","ENSG00000100156;ENSG00000108932;ENSG00000118596;ENSG00000141526;ENSG00000155380;ENSG00000168679;ENSG00000170190",NA,NA,NA,"s","Transport, extracellular","SBO:0000185","r2087","","","","","PMID:12739169",NA
"6063","","HMR_6009",NA,"2-hydroxybutyrate[c] + formate[s] <=> 2-hydroxybutyrate[s] + formate[c]","TCDB:2.A.1.13.1","ENSG00000100156;ENSG00000108932;ENSG00000118596;ENSG00000141526;ENSG00000155380;ENSG00000168679;ENSG00000170190",NA,NA,NA,"s","Transport, extracellular","SBO:0000185","r2088","","","","","PMID:12739169",NA
"6064","","HMR_6010",NA,"2-hydroxybutyrate[c] + propanoate[s] <=> 2-hydroxybutyrate[s] + propanoate[c]","TCDB:2.A.1.13.1","ENSG00000100156;ENSG00000108932;ENSG00000118596;ENSG00000141526;ENSG00000155380;ENSG00000168679;ENSG00000170190",NA,NA,NA,"s","Transport, extracellular","SBO:0000185","r2089","","","","","PMID:12739169",NA
"6065","","HMR_6011",NA,"2-hydroxybutyrate[c] + L-lactate[s] <=> 2-hydroxybutyrate[s] + L-lactate[c]","TCDB:2.A.1.13.1","ENSG00000100156;ENSG00000108932;ENSG00000118596;ENSG00000141526;ENSG00000155380;ENSG00000168679;ENSG00000170190",NA,NA,NA,"s","Transport, extracellular","SBO:0000185","r2090","","","","","PMID:12739169",NA
"6066","","HMR_6012",NA,"2-hydroxybutyrate[c] + butyrate[s] <=> 2-hydroxybutyrate[s] + butyrate[c]","TCDB:2.A.1.13.1","ENSG00000100156;ENSG00000108932;ENSG00000118596;ENSG00000141526;ENSG00000155380;ENSG00000168679;ENSG00000170190",NA,NA,NA,"s","Transport, extracellular","SBO:0000185","r2091","","","","","PMID:12739169",NA
"6067","","HMR_6013",NA,"2-hydroxybutyrate[c] + retinoate[s] <=> 2-hydroxybutyrate[s] + retinoate[c]","TCDB:2.A.1.13.1","ENSG00000100156;ENSG00000108932;ENSG00000118596;ENSG00000141526;ENSG00000155380;ENSG00000168679;ENSG00000170190",NA,NA,NA,"s","Transport, extracellular","SBO:0000185","r2092","","","","","PMID:12739169",NA
"6068","","HMR_6014",NA,"AKG[c] + pyruvate[s] <=> AKG[s] + pyruvate[c]","TCDB:2.A.1.13.1","ENSG00000100156;ENSG00000108932;ENSG00000118596;ENSG00000141526;ENSG00000155380;ENSG00000168679;ENSG00000170190",NA,NA,NA,"s","Transport, extracellular","SBO:0000185","r2093","","","","","PMID:12739169",NA
"6069","","HMR_6015",NA,"acetate[c] + pyruvate[s] <=> acetate[s] + pyruvate[c]","TCDB:2.A.1.13.1","ENSG00000100156;ENSG00000108932;ENSG00000118596;ENSG00000141526;ENSG00000155380;ENSG00000168679;ENSG00000170190",NA,NA,NA,"s","Transport, extracellular","SBO:0000185","r2094","","","","","PMID:12739169",NA
"6070","","HMR_6016",NA,"formate[c] + pyruvate[s] <=> formate[s] + pyruvate[c]","TCDB:2.A.1.13.1","ENSG00000100156;ENSG00000108932;ENSG00000118596;ENSG00000141526;ENSG00000155380;ENSG00000168679;ENSG00000170190",NA,NA,NA,"s","Transport, extracellular","SBO:0000185","r2095","","","","","PMID:12739169",NA
"6071","","HMR_6017",NA,"propanoate[c] + pyruvate[s] <=> propanoate[s] + pyruvate[c]","TCDB:2.A.1.13.1","ENSG00000100156;ENSG00000108932;ENSG00000118596;ENSG00000141526;ENSG00000155380;ENSG00000168679;ENSG00000170190",NA,NA,NA,"s","Transport, extracellular","SBO:0000185","r2096","","","","","PMID:12739169",NA
"6072","","HMR_6018",NA,"L-lactate[c] + pyruvate[s] <=> L-lactate[s] + pyruvate[c]","TCDB:2.A.1.13.1","ENSG00000100156;ENSG00000108932;ENSG00000118596;ENSG00000141526;ENSG00000155380;ENSG00000168679;ENSG00000170190",NA,NA,NA,"s","Transport, extracellular","SBO:0000185","r2097","","","","","PMID:12739169",NA
"6073","","HMR_6019",NA,"butyrate[c] + pyruvate[s] <=> butyrate[s] + pyruvate[c]","TCDB:2.A.1.13.1","ENSG00000100156;ENSG00000108932;ENSG00000118596;ENSG00000141526;ENSG00000155380;ENSG00000168679;ENSG00000170190",NA,NA,NA,"s","Transport, extracellular","SBO:0000185","r2098","","","","","PMID:12739169",NA
"6074","","HMR_6020",NA,"pyruvate[c] + retinoate[s] <=> pyruvate[s] + retinoate[c]","TCDB:2.A.1.13.1","ENSG00000100156;ENSG00000108932;ENSG00000118596;ENSG00000141526;ENSG00000155380;ENSG00000168679;ENSG00000170190",NA,NA,NA,"s","Transport, extracellular","SBO:0000185","r2099","","","","","PMID:12739169",NA
"6075","","HMR_6021",NA,"(R)-3-hydroxybutanoate[c] + pyruvate[s] <=> (R)-3-hydroxybutanoate[s] + pyruvate[c]","TCDB:2.A.1.13.1","ENSG00000100156;ENSG00000108932;ENSG00000118596;ENSG00000141526;ENSG00000155380;ENSG00000168679;ENSG00000170190",NA,NA,NA,"s","Transport, extracellular","SBO:0000185","r2100","","","","","PMID:12739169",NA
"6076","","HMR_6022",NA,"AKG[c] + acetate[s] <=> AKG[s] + acetate[c]","TCDB:2.A.1.13.1","ENSG00000100156;ENSG00000108932;ENSG00000118596;ENSG00000141526;ENSG00000155380;ENSG00000168679;ENSG00000170190",NA,NA,NA,"s","Transport, extracellular","SBO:0000185","r2101","","","","","PMID:12739169",NA
"6077","","HMR_6023",NA,"AKG[c] + formate[s] <=> AKG[s] + formate[c]","TCDB:2.A.1.13.1","ENSG00000100156;ENSG00000108932;ENSG00000118596;ENSG00000141526;ENSG00000155380;ENSG00000168679;ENSG00000170190",NA,NA,NA,"s","Transport, extracellular","SBO:0000185","r2102","","","","","PMID:12739169",NA
"6078","","HMR_6024",NA,"AKG[c] + propanoate[s] <=> AKG[s] + propanoate[c]","TCDB:2.A.1.13.1","ENSG00000100156;ENSG00000108932;ENSG00000118596;ENSG00000141526;ENSG00000155380;ENSG00000168679;ENSG00000170190",NA,NA,NA,"s","Transport, extracellular","SBO:0000185","r2103","","","","","PMID:12739169",NA
"6079","","HMR_6025",NA,"AKG[c] + acetoacetate[s] <=> AKG[s] + acetoacetate[c]","TCDB:2.A.1.13.1","ENSG00000100156;ENSG00000108932;ENSG00000118596;ENSG00000141526;ENSG00000155380;ENSG00000168679;ENSG00000170190",NA,NA,NA,"s","Transport, extracellular","SBO:0000185","r2104","","","","","PMID:12739169",NA
"6080","","HMR_6026",NA,"AKG[c] + L-lactate[s] <=> AKG[s] + L-lactate[c]","TCDB:2.A.1.13.1","ENSG00000100156;ENSG00000108932;ENSG00000118596;ENSG00000141526;ENSG00000155380;ENSG00000168679;ENSG00000170190",NA,NA,NA,"s","Transport, extracellular","SBO:0000185","r2105","","","","","PMID:12739169",NA
"6081","","HMR_6027",NA,"AKG[c] + butyrate[s] <=> AKG[s] + butyrate[c]","TCDB:2.A.1.13.1","ENSG00000100156;ENSG00000108932;ENSG00000118596;ENSG00000141526;ENSG00000155380;ENSG00000168679;ENSG00000170190",NA,NA,NA,"s","Transport, extracellular","SBO:0000185","r2106","","","","","PMID:12739169",NA
"6082","","HMR_6028",NA,"AKG[c] + retinoate[s] <=> AKG[s] + retinoate[c]","TCDB:2.A.1.13.1","ENSG00000100156;ENSG00000108932;ENSG00000118596;ENSG00000141526;ENSG00000155380;ENSG00000168679;ENSG00000170190",NA,NA,NA,"s","Transport, extracellular","SBO:0000185","r2107","","","","","PMID:12739169",NA
"6083","","HMR_6029",NA,"(R)-3-hydroxybutanoate[c] + AKG[s] <=> (R)-3-hydroxybutanoate[s] + AKG[c]","TCDB:2.A.1.13.1","ENSG00000100156;ENSG00000108932;ENSG00000118596;ENSG00000141526;ENSG00000155380;ENSG00000168679;ENSG00000170190",NA,NA,NA,"s","Transport, extracellular","SBO:0000185","r2108","","","","","PMID:12739169",NA
"6084","","HMR_6030",NA,"2-hydroxybutyrate[c] + AKG[s] <=> 2-hydroxybutyrate[s] + AKG[c]","TCDB:2.A.1.13.1","ENSG00000100156;ENSG00000108932;ENSG00000118596;ENSG00000141526;ENSG00000155380;ENSG00000168679;ENSG00000170190",NA,NA,NA,"s","Transport, extracellular","SBO:0000185","r2109","","","","","PMID:12739169",NA
"6085","","HMR_6031",NA,"acetate[c] + formate[s] <=> acetate[s] + formate[c]","TCDB:2.A.1.13.1","ENSG00000100156;ENSG00000108932;ENSG00000118596;ENSG00000141526;ENSG00000155380;ENSG00000168679;ENSG00000170190",NA,NA,NA,"s","Transport, extracellular","SBO:0000185","r2110","","","","","PMID:12739169",NA
"6086","","HMR_6032",NA,"acetate[c] + propanoate[s] <=> acetate[s] + propanoate[c]","TCDB:2.A.1.13.1","ENSG00000100156;ENSG00000108932;ENSG00000118596;ENSG00000141526;ENSG00000155380;ENSG00000168679;ENSG00000170190",NA,NA,NA,"s","Transport, extracellular","SBO:0000185","r2111","","","","","PMID:12739169",NA
"6087","","HMR_6033",NA,"L-lactate[c] + acetate[s] <=> L-lactate[s] + acetate[c]","TCDB:2.A.1.13.1","ENSG00000100156;ENSG00000108932;ENSG00000118596;ENSG00000141526;ENSG00000155380;ENSG00000168679;ENSG00000170190",NA,NA,NA,"s","Transport, extracellular","SBO:0000185","r2112","","","","","PMID:12739169",NA
"6088","","HMR_6034",NA,"acetate[c] + butyrate[s] <=> acetate[s] + butyrate[c]","TCDB:2.A.1.13.1","ENSG00000100156;ENSG00000108932;ENSG00000118596;ENSG00000141526;ENSG00000155380;ENSG00000168679;ENSG00000170190",NA,NA,NA,"s","Transport, extracellular","SBO:0000185","r2113","","","","","PMID:12739169",NA
"6089","","HMR_6035",NA,"acetate[c] + retinoate[s] <=> acetate[s] + retinoate[c]","TCDB:2.A.1.13.1","ENSG00000100156;ENSG00000108932;ENSG00000118596;ENSG00000141526;ENSG00000155380;ENSG00000168679;ENSG00000170190",NA,NA,NA,"s","Transport, extracellular","SBO:0000185","r2114","","","","","PMID:12739169",NA
"6090","","HMR_6036",NA,"(R)-3-hydroxybutanoate[c] + acetate[s] <=> (R)-3-hydroxybutanoate[s] + acetate[c]","TCDB:2.A.1.13.1","ENSG00000100156;ENSG00000108932;ENSG00000118596;ENSG00000141526;ENSG00000155380;ENSG00000168679;ENSG00000170190",NA,NA,NA,"s","Transport, extracellular","SBO:0000185","r2115","","","","","PMID:12739169",NA
"6091","","HMR_6037",NA,"formate[c] + propanoate[s] <=> formate[s] + propanoate[c]","TCDB:2.A.1.13.1","ENSG00000100156;ENSG00000108932;ENSG00000118596;ENSG00000141526;ENSG00000155380;ENSG00000168679;ENSG00000170190",NA,NA,NA,"s","Transport, extracellular","SBO:0000185","r2116","","","","","PMID:12739169",NA
"6092","","HMR_6038",NA,"L-lactate[c] + formate[s] <=> L-lactate[s] + formate[c]","TCDB:2.A.1.13.1","ENSG00000100156;ENSG00000108932;ENSG00000118596;ENSG00000141526;ENSG00000155380;ENSG00000168679;ENSG00000170190",NA,NA,NA,"s","Transport, extracellular","SBO:0000185","r2117","","","","","PMID:12739169",NA
"6093","","HMR_6039",NA,"butyrate[c] + formate[s] <=> butyrate[s] + formate[c]","TCDB:2.A.1.13.1","ENSG00000100156;ENSG00000108932;ENSG00000118596;ENSG00000141526;ENSG00000155380;ENSG00000168679;ENSG00000170190",NA,NA,NA,"s","Transport, extracellular","SBO:0000185","r2118","","","","","PMID:12739169",NA
"6094","","HMR_6040",NA,"formate[c] + retinoate[s] <=> formate[s] + retinoate[c]","TCDB:2.A.1.13.1","ENSG00000100156;ENSG00000108932;ENSG00000118596;ENSG00000141526;ENSG00000155380;ENSG00000168679;ENSG00000170190",NA,NA,NA,"s","Transport, extracellular","SBO:0000185","r2119","","","","","PMID:12739169",NA
"6095","","HMR_6041",NA,"(R)-3-hydroxybutanoate[c] + formate[s] <=> (R)-3-hydroxybutanoate[s] + formate[c]","TCDB:2.A.1.13.1","ENSG00000100156;ENSG00000108932;ENSG00000118596;ENSG00000141526;ENSG00000155380;ENSG00000168679;ENSG00000170190",NA,NA,NA,"s","Transport, extracellular","SBO:0000185","r2120","","","","","PMID:12739169",NA
"6096","","HMR_6042",NA,"L-lactate[c] + propanoate[s] <=> L-lactate[s] + propanoate[c]","TCDB:2.A.1.13.1","ENSG00000100156;ENSG00000108932;ENSG00000118596;ENSG00000141526;ENSG00000155380;ENSG00000168679;ENSG00000170190",NA,NA,NA,"s","Transport, extracellular","SBO:0000185","r2121","","","","","PMID:12739169",NA
"6097","","HMR_6043",NA,"butyrate[c] + propanoate[s] <=> butyrate[s] + propanoate[c]","TCDB:2.A.1.13.1","ENSG00000100156;ENSG00000108932;ENSG00000118596;ENSG00000141526;ENSG00000155380;ENSG00000168679;ENSG00000170190",NA,NA,NA,"s","Transport, extracellular","SBO:0000185","r2122","","","","","PMID:12739169",NA
"6098","","HMR_6044",NA,"propanoate[c] + retinoate[s] <=> propanoate[s] + retinoate[c]","TCDB:2.A.1.13.1","ENSG00000100156;ENSG00000108932;ENSG00000118596;ENSG00000141526;ENSG00000155380;ENSG00000168679;ENSG00000170190",NA,NA,NA,"s","Transport, extracellular","SBO:0000185","r2123","","","","","PMID:12739169",NA
"6099","","HMR_6045",NA,"(R)-3-hydroxybutanoate[c] + propanoate[s] <=> (R)-3-hydroxybutanoate[s] + propanoate[c]","TCDB:2.A.1.13.1","ENSG00000100156;ENSG00000108932;ENSG00000118596;ENSG00000141526;ENSG00000155380;ENSG00000168679;ENSG00000170190",NA,NA,NA,"s","Transport, extracellular","SBO:0000185","r2124","","","","","PMID:12739169",NA
"6100","","HMR_6046",NA,"acetoacetate[c] + butyrate[s] <=> acetoacetate[s] + butyrate[c]","TCDB:2.A.1.13.1","ENSG00000100156;ENSG00000108932;ENSG00000118596;ENSG00000141526;ENSG00000155380;ENSG00000168679;ENSG00000170190",NA,NA,NA,"s","Transport, extracellular","SBO:0000185","r2125","","","","","PMID:12739169",NA
"6101","","HMR_6047",NA,"(R)-3-hydroxybutanoate[c] + acetoacetate[s] <=> (R)-3-hydroxybutanoate[s] + acetoacetate[c]","TCDB:2.A.1.13.1","ENSG00000100156;ENSG00000108932;ENSG00000118596;ENSG00000141526;ENSG00000155380;ENSG00000168679;ENSG00000170190",NA,NA,NA,"s","Transport, extracellular","SBO:0000185","r2126","","","","","PMID:12739169",NA
