"","X.","RXNID","NAME","EQUATION","EC.NUMBER","GENE.ASSOCIATION","LOWER.BOUND","UPPER.BOUND","OBJECTIVE","COMPARTMENT","SUBSYSTEM","SBO.TERM","HEPATONET1.ID","REACTOME.ID","KEGG.ID","EHMN.ID","BIGG.DATABASE.ID","REFERENCES","COMMENTS"
"97","","HMR_4315",NA,"D-glucitol[c] + NAD+[c] <=> H+[c] + NADH[c] + fructose[c]","EC:1.1.1.14","ENSG00000140263",NA,NA,NA,"c","Fructose and mannose metabolism","SBO:0000176","","","R00875","","","",NA
"99","","HMR_4317",NA,"ATP[c] + D-glucitol[c] => ADP[c] + sorbitol-3-phosphate[c]","EC:2.7.1.-","ENSG00000116199;ENSG00000141560;ENSG00000162408;ENSG00000167363;ENSG00000172456",NA,NA,NA,"c","Fructose and mannose metabolism","SBO:0000176","","","","RE2782C","","PMID:2211634",NA
"100","","HMR_4318",NA,"ATP[c] + fructose[c] => ADP[c] + fructose-3-phosphate[c]","EC:2.7.1.-","ENSG00000116199;ENSG00000141560;ENSG00000162408;ENSG00000167363;ENSG00000172456",NA,NA,NA,"c","Fructose and mannose metabolism","SBO:0000176","","","","RE2783","","",NA
"101","","HMR_4319",NA,"ATP[c] + fructose[c] => ADP[c] + fructose-6-phosphate[c]","EC:2.7.1.1","ENSG00000156510;ENSG00000156515;ENSG00000159399;ENSG00000160883",NA,NA,NA,"c","Fructose and mannose metabolism","SBO:0000176","r0356","","","","HEX7","PMID:16906315;PMID:7061426;PMID:7150652;PMID:8717435",NA
"102","","HMR_4320",NA,"ATP[c] + mannose-1-phosphate[c] => ADP[c] + D-mannose-1,6-bisphosphate[c]","EC:2.7.1.-","ENSG00000116199;ENSG00000141560;ENSG00000162408;ENSG00000167363;ENSG00000172456",NA,NA,NA,"c","Fructose and mannose metabolism","SBO:0000176","","","","RE1508C","","PMID:10085245",NA
"103","","HMR_4356",NA,"DHAP[c] + glyceraldehyde[c] => fructose-1-phosphate[c]","EC:4.1.2.13","ENSG00000109107;ENSG00000136872;ENSG00000149925",NA,NA,NA,"c","Fructose and mannose metabolism","SBO:0000176","r0554","","R02568","R02568C","FBA2","PMID:5114731;PMID:5655259;PMID:6054986",NA
"104","","HMR_4383",NA,"fructose-6-phosphate[c] <=> mannose-6-phosphate[c]","EC:5.3.1.8","ENSG00000178802",NA,NA,NA,"c","Fructose and mannose metabolism","SBO:0000176","r0405","","R00772","R00772C","MAN6PI","PMID:10571009;PMID:12231825;PMID:15033941;PMID:2085314;PMID:7702210;PMID:8381960",NA
"105","","HMR_4385",NA,"mannose-6-phosphate[c] => mannose-1-phosphate[c]","EC:5.4.2.8","ENSG00000100413;ENSG00000100417;ENSG00000140650",NA,NA,NA,"c","Fructose and mannose metabolism","SBO:0000176","r0404","","R01818","R01818C","PMANM","PMID:10593562;PMID:12889654;PMID:15361947",NA
"106","","HMR_4386",NA,"GDP[c] + mannose-1-phosphate[c] => GDP-mannose[c] + Pi[c]","EC:2.7.7.22;EC:2.7.7.13","ENSG00000144591;ENSG00000164068;ENSG00000173540;ENSG00000176020",NA,NA,NA,"c","Fructose and mannose metabolism","SBO:0000176","r0207","","R00883","R00883C","MAN1PT2","PMID:13876695",NA
"107","","HMR_4387",NA,"GTP[c] + mannose-1-phosphate[c] => GDP-mannose[c] + PPi[c]","EC:2.7.7.13","ENSG00000144591;ENSG00000173540",NA,NA,NA,"c","Fructose and mannose metabolism","SBO:0000176","r0208","","R00885","","","PMID:10025667;PMID:8549746;PMID:9451026",NA
"108","","HMR_4399",NA,"GDP-mannose[c] => GDP-4-dehydro-6-deoxy-D-mannose[c] + H2O[c]","EC:4.2.1.47","ENSG00000112699",NA,NA,NA,"c","Fructose and mannose metabolism","SBO:0000176","r0209","","R00888","R00888C","GMAND","PMID:9893952",NA
"109","","HMR_4400",NA,"GDP-4-dehydro-6-deoxy-D-mannose[c] + H+[c] + NADH[c] => GDP-L-fucose[c] + NAD+[c]","EC:1.1.1.271","ENSG00000104522",NA,NA,NA,"c","Fructose and mannose metabolism","SBO:0000176","r0782","","R05692","R05692C","","PMID:10410995;PMID:2428310;PMID:9603974",NA
"110","","HMR_4401",NA,"GDP-L-fucose[c] + PPi[c] <=> GTP[c] + L-fucose-1-phosphate[c]","EC:2.7.7.30","ENSG00000116783;ENSG00000254685",NA,NA,NA,"c","Fructose and mannose metabolism","SBO:0000176","r0452","","R01951","R01951C","F1PGT","PMID:5646162;PMID:6251080",NA
"111","","HMR_4402",NA,"6-deoxy-L-galactose[c] + ATP[c] <=> ADP[c] + L-fucose-1-phosphate[c]","EC:2.7.1.52","ENSG00000157353",NA,NA,NA,"c","Fructose and mannose metabolism","SBO:0000176","r0597","","R03161","R03161C","FK","PMID:12056818;PMID:12413479",NA
"113","","HMR_4490",NA,"ATP[c] + mannose[c] => ADP[c] + mannose-6-phosphate[c]","EC:2.7.1.1","ENSG00000156510;ENSG00000156515;ENSG00000159399;ENSG00000160883",NA,NA,NA,"c","Fructose and Mannose metabolism","SBO:0000176","r0359","","","","HEX4","PMID:16906315;PMID:7061426;PMID:7150652;PMID:8717435",NA
"114","","HMR_4706",NA,"H2O[c] + fructose-2,6-bisphosphate[c] => Pi[c] + fructose-6-phosphate[c]","EC:3.1.3.46;EC:3.1.3.11","BP1;ENSG00000078237;ENSG00000108813;ENSG00000114268;ENSG00000123836;ENSG00000158571;ENSG00000170525",NA,NA,NA,"c","Fructose and Mannose metabolism","SBO:0000176","r0567","","R00763","","FBP26","PMID:11245921;PMID:12379646;PMID:15170386;PMID:15581487;PMID:16316985;PMID:2837207",NA
"115","","HMR_8768",NA,"GDP-4-dehydro-6-deoxy-D-mannose[c] + H+[c] + NADPH[c] => GDP-L-fucose[c] + NADP+[c]","EC:1.1.1.271","ENSG00000104522",NA,NA,NA,"c","Fructose and Mannose metabolism","SBO:0000176","","","","","GFUCS","",NA
"116","","HMR_4590",NA,"H+[c] + L-xylulose[c] + NADPH[c] => NADP+[c] + xylitol[c]","EC:1.1.1.10","ENSG00000169738",NA,NA,NA,"c","Pentose and glucuronate interconversions","SBO:0000176","r0427","","R01904","R01904C","XYLUR","PMID:28341;PMID:4397414;PMID:6821187",NA
"117","","HMR_4591",NA,"NAD+[c] + xylitol[c] => H+[c] + L-xylulose[c] + NADH[c]","EC:1.1.1.15","ENSG00000115425;ENSG00000116353",NA,NA,NA,"c","Pentose and glucuronate interconversions","SBO:0000176","r0784","","R05831","","","PMID:13373783",NA
"121","","HMR_4595",NA,"ADP[c] + D-xylulose-5-phosphate[c] <=> ATP[c] + D-xylulose[c]","EC:2.7.1.17","ENSG00000093217",NA,NA,NA,"c","Pentose and glucuronate interconversions","SBO:0000176","","","R01639","","","",NA
"127","","HMR_8726",NA,"ATP[c] + D-ribulose[c] => ADP[c] + ribulose-5-phosphate[c]","","ENSG00000171174",NA,NA,NA,"c","Pentose and glucuronate interconversions","SBO:0000176","","","","","RBK_D","",NA
"128","","HMR_8727",NA,"H2O[c] + UDP-glucuronate[c] => D-glucuronate 1-phosphate[c] + UMP[c]","EC:2.4.1.117","ENSG00000120697",NA,NA,NA,"c","Pentose and glucuronate interconversions","SBO:0000176","","","","","UDPG1P","",NA
"130","","HMR_8729",NA,"H2O[c] + UDP-glucuronate[c] => UDP[c] + glucuronate[c]","EC:4.1.1.35","ENSG00000115652",NA,NA,NA,"c","Pentose and glucuronate interconversions","SBO:0000176","","","","","UDPGNP","",NA
"132","","HMR_1568",NA,"H2O[c] + NAD+[c] + acetaldehyde[c] => H+[c] + NADH[c] + acetate[c]","EC:1.2.1.4;EC:1.2.1.5","ENSG00000006534;ENSG00000108602;ENSG00000132746;ENSG00000184254",NA,NA,NA,"c","Pyruvate metabolism","SBO:0000176","r0176","","R00710","R00710C","ALDD2x","PMID:11790142;PMID:2060039;PMID:2549038;PMID:4387261;PMID:8155713;PMID:8328987",NA
"133","","HMR_3853",NA,"GSH[c] + methylglyoxal[c] => (R)-S-lactoylglutathione[c]","EC:4.4.1.5","ENSG00000124767;ENSG00000167699",NA,NA,NA,"c","Pyruvate metabolism","SBO:0000176","","","R02530","","LGTHL","",NA
"136","","HMR_3857",NA,"(R)-S-lactoylglutathione[c] + H2O[c] => D-lactate[c] + GSH[c]","EC:3.1.2.6","ENSG00000063854;ENSG00000103253",NA,NA,NA,"c","Pyruvate metabolism","SBO:0000176","","","","","GLYOX","",NA
"137","","HMR_3859",NA,"D-lactate[c] + 2 ferricytochrome C[m] => 2 H+[c] + 2 ferrocytochrome C[m] + pyruvate[c]","EC:1.1.2.4","ENSG00000166816;ENSG00000182224",NA,NA,NA,"m","Pyruvate metabolism","SBO:0000176","","","R00197","","D-LACDcm","",NA
"138","","HMR_4087",NA,"NAD+[m] + malate[m] => CO2[m] + H+[m] + NADH[m] + pyruvate[m]","EC:1.1.1.38;EC:1.1.1.39","ENSG00000082212;ENSG00000151376",NA,NA,NA,"m","Pyruvate metabolism","SBO:0000176","r0057","","R00214","R00214C","ME1m","PMID:15989682;PMID:16171388;PMID:4407365;PMID:4778267;PMID:7757881;PMID:8106447",NA
"139","","HMR_4089",NA,"NADP+[c] + malate[c] => CO2[c] + H+[c] + NADPH[c] + pyruvate[c]","EC:1.1.1.38;EC:1.1.1.40","ENSG00000013392;ENSG00000065833",NA,NA,NA,"c","Pyruvate metabolism","SBO:0000176","r0058","","R00216","R00216C","ME2r","PMID:15989682;PMID:16171388;PMID:1935931;PMID:4407365;PMID:4778267;PMID:7757881;PMID:8106447",NA
"140","","HMR_4091",NA,"NADP+[m] + malate[m] => CO2[m] + H+[m] + NADPH[m] + pyruvate[m]","EC:1.1.1.38;EC:1.1.1.40","ENSG00000082212;ENSG00000151376",NA,NA,NA,"m","Pyruvate metabolism","SBO:0000176","r0059","","R00216","R00216C","ME2rm","PMID:15989682;PMID:16171388;PMID:1935931;PMID:4407365;PMID:4778267;PMID:7757881;PMID:8106447",NA
"144","","HMR_4103",NA,"GTP[m] + OAA[m] => CO2[m] + GDP[m] + PEP[m]","EC:4.1.1.32","ENSG00000100889",NA,NA,NA,"m","Pyruvate metabolism","SBO:0000176","r0124","","R00431","R00431C","PPCKGm","PMID:11851336;PMID:14505680;PMID:728402;PMID:8325643;PMID:8645161",NA
"148","","HMR_8498",NA,"H+[c] + NADPH[c] + O2[c] + acetone[c] => H2O[c] + NADP+[c] + hydroxyacetone[c]","","ENSG00000130649",NA,NA,NA,"c","Pyruvate metabolism","SBO:0000176","","","","","ACTNMO","",NA
"149","","HMR_8499",NA,"H+[c] + NADPH[c] + O2[c] + hydroxyacetone[c] => 2 H2O[c] + NADP+[c] + methylglyoxal[c]","","ENSG00000130649",NA,NA,NA,"c","Pyruvate metabolism","SBO:0000176","","","","","ACTLMO","",NA
"151","","HMR_8501",NA,"H+[c] + NADPH[c] + methylglyoxal[c] => D-lactaldehyde[c] + NADP+[c]","EC:1.1.1.79;EC:1.1.1.81","ENSG00000137106",NA,NA,NA,"c","Pyruvate metabolism","SBO:0000176","","","","","LALDD","",NA
"152","","HMR_8502",NA,"(R)-S-lactoylglutathione[c] + H+[c] + NADH[c] <=> D-lactaldehyde[c] + GSH[c] + NAD+[c]","EC:1.1.1.1","ENSG00000147576;ENSG00000172955;ENSG00000187758;ENSG00000196344;ENSG00000196616;ENSG00000197894;ENSG00000198099;ENSG00000248144",NA,NA,NA,"c","Pyruvate metabolism","SBO:0000176","","","","","LALDO","",NA
"153","","HMR_8503",NA,"H2O[c] + NAD+[c] + lactaldehyde[c] => H+[c] + L-lactate[c] + NADH[c]","EC:1.2.1.4;EC:1.2.1.5","ENSG00000006534;ENSG00000072210;ENSG00000108602;ENSG00000132746;ENSG00000143149;ENSG00000164904;ENSG00000184254",NA,NA,NA,"c","Pyruvate metabolism","SBO:0000176","","","","","LCADi","",NA
"154","","HMR_8504",NA,"D-lactaldehyde[c] + H2O[c] + NAD+[c] => D-lactate[c] + H+[c] + NADH[c]","EC:1.2.1.3","ENSG00000072210;ENSG00000111275;ENSG00000137124;ENSG00000143149;ENSG00000164904",NA,NA,NA,"c","Pyruvate metabolism","SBO:0000176","","","","","LCADi_D","",NA
"155","","HMR_8506",NA,"H2O[m] + NAD+[m] + lactaldehyde[m] => H+[m] + L-lactate[m] + NADH[m]","EC:1.2.1.3","ENSG00000072210;ENSG00000111275;ENSG00000137124;ENSG00000143149;ENSG00000164904",NA,NA,NA,"m","Pyruvate metabolism","SBO:0000176","","","","","LCADim","",NA
"156","","HMR_8507",NA,"NAD+[c] + propane-1,2-diol[c] => D-lactaldehyde[c] + H+[c] + NADH[c]","","ENSG00000147576;ENSG00000172955;ENSG00000180011;ENSG00000187758;ENSG00000196344;ENSG00000196616;ENSG00000197894;ENSG00000198099;ENSG00000248144",NA,NA,NA,"c","Pyruvate metabolism","SBO:0000176","","","","","ALCD21_D","",NA
"157","","HMR_8508",NA,"NAD+[c] + propane-1,2-diol[c] => H+[c] + NADH[c] + lactaldehyde[c]","","ENSG00000147576;ENSG00000172955;ENSG00000180011;ENSG00000187758;ENSG00000196344;ENSG00000196616;ENSG00000197894;ENSG00000198099;ENSG00000248144",NA,NA,NA,"c","Pyruvate metabolism","SBO:0000176","","","","","ALCD21_L","",NA
"159","","HMR_8511",NA,"(R)-S-lactoylglutathione[m] + H2O[m] => D-lactate[m] + GSH[m]","EC:3.1.2.6","ENSG00000063854;ENSG00000103253",NA,NA,NA,"m","Pyruvate metabolism","SBO:0000176","","","","","GLYOXm","",NA
"160","","HMR_8512",NA,"D-lactate[c] + NAD+[c] <=> H+[c] + NADH[c] + pyruvate[c]","EC:1.1.2.4","ENSG00000166816",NA,NA,NA,"c","Pyruvate metabolism","SBO:0000176","","","","","LDH_D","",NA
"161","","HMR_8514",NA,"L-lactate[c] + 2 ferricytochrome C[m] => 2 H+[c] + 2 ferrocytochrome C[m] + pyruvate[c]","EC:1.1.2.4","ENSG00000166816;ENSG00000182224",NA,NA,NA,"m","Pyruvate metabolism","SBO:0000176","","","","","L-LACDcm","",NA
"162","","HMR_8516",NA,"DHAP[c] => Pi[c] + methylglyoxal[c]","","ENSG00000148090",NA,NA,NA,"c","Pyruvate metabolism","SBO:0000176","","","","","MGSA","",NA
"164","","HMR_4280",NA,"H+[m] + NADH[m] + pyruvate[m] <=> L-lactate[m] + NAD+[m]","EC:1.1.1.27","ENSG00000134333",NA,NA,NA,"m","Pyruvate metabolism","SBO:0000176","r0172","","R00703","R00703C","LDH_Lm","PMID:12042361;PMID:17045662;PMID:7449128;PMID:9927705;PMID:18253497",NA
"165","","HMR_0153",NA,"AMP[c] + PPi[c] + propanoyl-CoA[c] <=> ATP[c] + CoA[c] + propanoate[c]","EC:6.2.1.17;EC:6.2.1.1;EC:3.1.2.2","ENSG00000111058;ENSG00000131069;ENSG00000154930",NA,NA,NA,"c","Propanoate metabolism","SBO:0000176","r0218","","R00925","RE2649C","PCOAS","PMID:11013297;PMID:11013297;PMID:10843999;PMID:11150295;PMID:1924964;PMID:2009071;PMID:7341659",NA
"166","","HMR_3212",NA,"FAD[m] + propanoyl-CoA[m] <=> FADH2[m] + acrylyl-CoA[m]","EC:1.3.99.3","ENSG00000111271;ENSG00000117054;ENSG00000122971;ENSG00000151498;ENSG00000177646;ENSG00000196177;ENSG00000240303",NA,NA,NA,"m","Propanoate metabolism","SBO:0000176","","","","","PPCOAOm","",NA
"167","","HMR_3797",NA,"AMP[m] + PPi[m] + propanoyl-CoA[m] <=> ATP[m] + CoA[m] + propanoate[m]","EC:6.2.1.17","ENSG00000111058;ENSG00000131069;ENSG00000154930",NA,NA,NA,"m","Propanoate metabolism","SBO:0000176","r0219","","R00925","","PPSm","PMID:10843999;PMID:11150295;PMID:1924964;PMID:2009071;PMID:7341659",NA
"169","","HMR_4105",NA,"malonyl-CoA[c] => CO2[c] + acetyl-CoA[c]","EC:4.1.1.9","ENSG00000103150",NA,NA,NA,"c","Propanoate metabolism","SBO:0000176","r0063","","R00233","","MCD","PMID:101148;PMID:10455107;PMID:15003260;PMID:4180063;PMID:4731972;PMID:5578610;PMID:9869665",NA
"170","","HMR_4106",NA,"malonyl-CoA[m] => CO2[m] + acetyl-CoA[m]","EC:4.1.1.9","ENSG00000103150",NA,NA,NA,"m","Propanoate metabolism","SBO:0000176","r0064","","R00233","","MCDm","PMID:101148;PMID:10455107;PMID:15003260;PMID:4180063;PMID:4731972;PMID:5578610;PMID:9869665",NA
"171","","HMR_4107",NA,"malonyl-CoA[p] => CO2[p] + acetyl-CoA[p]","EC:4.1.1.9","ENSG00000103150",NA,NA,NA,"p","Propanoate metabolism","SBO:0000176","r0065","","R00233","","MCDp","PMID:101148;PMID:10455107;PMID:15003260;PMID:4180063;PMID:4731972;PMID:5578610;PMID:9869665",NA
"172","","HMR_4282",NA,"3-oxopropanoate[m] + CoA[m] + NAD+[m] => CO2[m] + H+[m] + NADH[m] + acetyl-CoA[m]","EC:1.2.1.18;EC:1.2.1.27","ENSG00000119711",NA,NA,NA,"m","Propanoate metabolism","SBO:0000176","r0174","","R00705","R00705M","MMSAD3m","PMID:10989432;PMID:1527093;PMID:2768248;PMID:4285894",NA
"173","","HMR_4331",NA,"AMP[c] + propanoyl-CoA[c] <=> CoA[c] + propinol adenylate[c]","EC:6.2.1.17;EC:6.2.1.1","ENSG00000111058;ENSG00000131069;ENSG00000154930",NA,NA,NA,"c","Propanoate metabolism","SBO:0000176","r0220","","R00926","R00926C","","PMID:10843999;PMID:1924964;PMID:2009071;PMID:2884217;PMID:7341659",NA
"174","","HMR_4459",NA,"ATP[c] + propanoate[c] <=> PPi[c] + propinol adenylate[c]","EC:6.2.1.1;EC:6.2.1.17","ENSG00000111058;ENSG00000131069;ENSG00000154930",NA,NA,NA,"c","Propanoate metabolism","SBO:0000176","r0318","","R01354","R01354C","","PMID:10843999;PMID:1924964;PMID:2009071;PMID:2884217;PMID:7341659",NA
"175","","HMR_4460",NA,"ATP[m] + propanoate[m] <=> PPi[m] + propinol adenylate[m]","EC:6.2.1.1;EC:6.2.1.17","ENSG00000111058;ENSG00000131069;ENSG00000154930",NA,NA,NA,"m","Propanoate metabolism","SBO:0000176","r0319","","R01354","R01354C","","PMID:10843999;PMID:1924964;PMID:2009071;PMID:2884217;PMID:7341659",NA
"177","","HMR_4497",NA,"NAD+[m] + hydracrylate[m] => 3-oxopropanoate[m] + H+[m] + NADH[m]","EC:1.1.1.59","ENSG00000116133",NA,NA,NA,"m","Propanoate metabolism","SBO:0000176","r0365","","R01608","","","PMID:13672942",NA
"178","","HMR_4741",NA,"3-hydroxypropionyl-CoA[m] + H2O[m] => CoA[m] + hydracrylate[m]","EC:3.1.2.4","ENSG00000198130",NA,NA,NA,"m","Propanoate metabolism","SBO:0000176","r0596","","R03158","R03158M","","PMID:10989434;PMID:8188708;PMID:8824301",NA
"181","","HMR_9804",NA,"3-hydroxypropionyl-CoA[m] + NADP+[m] <=> 3-oxopropionyl-CoA[m] + H+[m] + NADPH[m]","EC:1.1.1.-","ENSG00000087076;ENSG00000099377;ENSG00000100867;ENSG00000109854;ENSG00000112474;ENSG00000121039;ENSG00000138400;ENSG00000139988;ENSG00000145439;ENSG00000159692;ENSG00000160439;ENSG00000164039;ENSG00000167733;ENSG00000170426;ENSG00000170786;ENSG00000176387;ENSG00000183921;ENSG00000184860;ENSG00000186153;ENSG00000187134;ENSG00000196326;ENSG00000197894;ENSG00000198074;ENSG00000198189;ENSG00000198610;ENSG00000204228;ENSG00000225312;ENSG00000227471;ENSG00000228357;ENSG00000228712;ENSG00000232357;ENSG00000240857",NA,NA,NA,"m","Propanoate metabolism","SBO:0000176","","","R04919","","","",NA
"182","","HMR_0718",NA,"AKG[c] + FADH2[c] => 2-hydroxyglutarate[c] + FAD[c]","EC:1.1.99.2","ENSG00000087299",NA,NA,NA,"c","Butanoate metabolism","SBO:0000176","","","R03534","","","",NA
"183","","HMR_0719",NA,"AKG[c] + H+[c] + NADH[c] => 2-hydroxyglutarate[c] + NAD+[c]","EC:1.1.1.95","ENSG00000092621",NA,NA,NA,"c","Butanoate metabolism","SBO:0000176","","","R08198","","","",NA
"184","","HMR_1434",NA,"CoA[c] + acetoacetyl-CoA[c] <=> 2 acetyl-CoA[c]","EC:2.3.1.9","ENSG00000120437",NA,NA,NA,"c","Butanoate metabolism","SBO:0000176","r0069","","R00238","R00238M","ACACT1r","PMID:10064897;PMID:10806397;PMID:1121274;PMID:11330060;PMID:15733928;PMID:1679347;PMID:16927236;PMID:17236799;PMID:1735445;PMID:1979337;PMID:3194209;PMID:6131897;PMID:6378901;PMID:7911016;PMID:8241273",NA
"185","","HMR_1436",NA,"ATP[c] + CoA[c] + acetoacetate[c] => AMP[c] + PPi[c] + acetoacetyl-CoA[c]","EC:6.2.1.16","ENSG00000081760",NA,NA,NA,"c","Butanoate metabolism","SBO:0000176","r0320","","R01357","R01357M","AACOAT","PMID:4073493",NA
"186","","HMR_3163",NA,"FAD[m] + butyryl-CoA[m] => FADH2[m] + crotonyl-CoA[m]","EC:1.3.99.3","ENSG00000111271;ENSG00000117054;ENSG00000122971;ENSG00000151498;ENSG00000177646;ENSG00000196177;ENSG00000240303",NA,NA,NA,"m","Butanoate metabolism","SBO:0000176","","REACT_1592","","","ACOAD1fm","PMID:13295225;PMID:3597357",NA
"187","","HMR_4461",NA,"(R)-3-hydroxybutanoate[m] + NAD+[m] <=> H+[m] + NADH[m] + acetoacetate[m]","EC:1.1.1.30","ENSG00000161267;ENSG00000164039",NA,NA,NA,"m","Butanoate metabolism","SBO:0000176","r0323","","R01361","R01361C","BDHm","PMID:1639787;PMID:3355176;PMID:3705199;PMID:475768;PMID:719045;PMID:7686368;PMID:8608144;PMID:8679568",NA
"188","","HMR_4604",NA,"H2O[p] + acetoacetyl-CoA[p] + acetyl-CoA[p] => CoA[p] + HMG-CoA[p]","EC:2.3.3.10","ENSG00000112972;ENSG00000134240",NA,NA,NA,"p","Butanoate metabolism","SBO:0000176","r0463","","R01978","R01978C","","PMID:11087424;PMID:11108725;PMID:1358203;PMID:7893153",NA
"189","","HMR_5351",NA,"2-hydroxybutyrate[c] + NAD+[c] <=> 2-oxobutyrate[c] + H+[c] + NADH[c]","EC:1.1.1.27","ENSG00000111716;ENSG00000151116;ENSG00000166796;ENSG00000166800;ENSG00000171989",NA,NA,NA,"c","Butanoate metabolism","SBO:0000176","","","R01000","","","",NA
"190","","HMR_7709",NA,"(R)-3-hydroxybutanoyl-CoA[m] <=> H2O[m] + crotonyl-CoA[m]","EC:4.2.1.55","ENSG00000121310",NA,NA,NA,"m","Butanoate metabolism","SBO:0000176","","","R0302","","3HBCDm","",NA
"191","","HMR_4052",NA,"ATP[c] + ribose-5-phosphate[c] => AMP[c] + PRPP[c]","EC:2.7.6.1","ENSG00000101911;ENSG00000147224;ENSG00000229937",NA,NA,NA,"c","Pentose phosphate pathway","SBO:0000176","r0247","","R01049","R01049C","PRPPS","PMID:11101685;PMID:7572345",NA
"194","","HMR_4350",NA,"ADP[c] + ribose-5-phosphate[c] <=> ATP[c] + ribose[c]","EC:2.7.1.15","ENSG00000158019;ENSG00000171174",NA,NA,NA,"c","Pentose phosphate pathway","SBO:0000176","r0248","","R01051","R01051C","RBK","PMID:13295274;PMID:17618002",NA
"195","","HMR_4351",NA,"ribose-5-phosphate[r] <=> ribulose-5-phosphate[r]","EC:5.3.1.6","ENSG00000153574",NA,NA,NA,"r","Pentose phosphate pathway","SBO:0000176","r0249","","R01056","R01056C","","PMID:14690456;PMID:14988808;PMID:15234337;PMID:2843500",NA
"196","","HMR_4352",NA,"ribose-5-phosphate[c] <=> ribulose-5-phosphate[c]","EC:5.3.1.6","ENSG00000153574",NA,NA,NA,"c","Pentose phosphate pathway","SBO:0000176","r0250","","R01056","R01056C","RPI","PMID:14690456;PMID:14988808;PMID:15234337;PMID:2843500",NA
"197","","HMR_4354",NA,"ribose-1-phosphate[c] <=> ribose-5-phosphate[c]","EC:5.4.2.2;EC:5.4.2.7","ENSG00000079739;ENSG00000169299",NA,NA,NA,"c","Pentose phosphate pathway","SBO:0000176","r0251","","R01057","R01057C","PPM","PMID:14953458;PMID:3023765;PMID:5769188;PMID:8050998",NA
"198","","HMR_4398",NA,"2-deoxy-D-ribose-5-phosphate[c] <=> GAP[c] + acetaldehyde[c]","EC:4.1.2.4","ENSG00000023697",NA,NA,NA,"c","Pentose phosphate pathway","SBO:0000176","r0254","","R01066","R01066C","DRPA","PMID:4989681;PMID:9226884",NA
"199","","HMR_4404",NA,"D-xylulose-5-phosphate[c] + erythrose-4-phosphate[c] <=> GAP[c] + fructose-6-phosphate[c]","EC:2.2.1.1","ENSG00000007350;ENSG00000151005;ENSG00000163931",NA,NA,NA,"c","Pentose phosphate pathway","SBO:0000176","r0255","","R01067","","TKT2","PMID:234468;PMID:2495942;PMID:2843500;PMID:3089282;PMID:5141430;PMID:7115375;PMID:7154948;PMID:9924800",NA
"200","","HMR_4473",NA,"6-phospho-D-gluconate[r] + NADP+[r] => CO2[r] + H+[r] + NADPH[r] + ribulose-5-phosphate[r]","EC:1.1.1.44","ENSG00000142657",NA,NA,NA,"r","Pentose phosphate pathway","SBO:0000176","r0342","","R01528","R01528C","GNDer","PMID:12398160;PMID:1504088;PMID:15558954;PMID:16756494;PMID:2753047;PMID:3943305;PMID:6212636;PMID:7194116;PMID:7225115;PMID:7623792",NA
"201","","HMR_4474",NA,"6-phospho-D-gluconate[c] + NADP+[c] => CO2[c] + H+[c] + NADPH[c] + ribulose-5-phosphate[c]","EC:1.1.1.44","ENSG00000142657",NA,NA,NA,"c","Pentose phosphate pathway","SBO:0000176","r0343","","R01528","R01528C","PGDH","PMID:12398160;PMID:1504088;PMID:15558954;PMID:16756494;PMID:2753047;PMID:3943305;PMID:6212636;PMID:7194116;PMID:7225115;PMID:7623792",NA
"202","","HMR_4476",NA,"6-phospho-D-gluconate[c] + ADP[c] <=> ATP[c] + D-gluconic acid[c]","EC:2.3.1.57","ENSG00000130066;ENSG00000141504",NA,NA,NA,"c","Pentose phosphate pathway","SBO:0000176","","","","RE0124C","","PMID:10978316",NA
"203","","HMR_4477",NA,"D-xylulose-5-phosphate[c] <=> ribulose-5-phosphate[c]","EC:5.1.3.1","ENSG00000197713;LOC729020",NA,NA,NA,"c","Pentose phosphate pathway","SBO:0000176","r0344","","R01529","R01529C","RPE","PMID:15234337;PMID:234468;PMID:2843500",NA
"204","","HMR_4501",NA,"D-xylulose-5-phosphate[c] + ribose-5-phosphate[c] <=> GAP[c] + sedoheptulose-7-phosphate[c]","EC:2.2.1.1","ENSG00000007350;ENSG00000151005;ENSG00000163931",NA,NA,NA,"c","Pentose phosphate pathway","SBO:0000176","r0370","","R01641","R01641C","TKT1","PMID:13385248;PMID:2495942;UNIPROT:P29401",NA
